customer_id,name,gender,date_of_birth,occupation,city,state,risk_score,age
1931,Rahul Naidu,Male,1981-06-03,Government Employee,Gwalior,Madhya Pradesh,0.72,42
1932,Aadhya Das,Other,2004-10-02,Student,Pune,Maharashtra,0.57,19
1933,Sara Bose,Other,1947-11-28,Retired,Ghaziabad,Uttar Pradesh,0.16,76
1934,Nisha Verma,Other,1966-02-28,Lawyer,Dhanbad,Jharkhand,0.09,57
1935,Diya Khan,Female,1964-09-15,Salaried,Amritsar,Punjab,0.24,59
1936,Sneha Khan,Female,1942-07-19,Retired,Bhopal,Madhya Pradesh,0.37,81
1937,Ishita Chopra,Other,1966-07-03,Lawyer,Nashik,Maharashtra,0.46,57
1938,Dhruv Iyer,Male,1977-10-06,Teacher,Agra,Uttar Pradesh,0.76,46
1939,Aditya Iyer,Male,2002-09-08,Student,Srinagar,Jammu & Kashmir,0.21,21
1940,Sai Gowda,Male,1959-06-08,Retired,Patna,Bihar,0.52,64
1941,Diya Gupta,Female,1998-02-20,Teacher,Raipur,Chhattisgarh,0.91,25
1942,Nisha Chopra,Female,1969-05-02,Lawyer,Nashik,Maharashtra,0.08,54
1943,Aarav Singh,Other,1951-05-02,Retired,Indore,Madhya Pradesh,0.17,72
1944,Sai Nair,Other,1973-09-25,Engineer,Howrah,West Bengal,0.58,50
1945,Krishna Naidu,Male,2002-07-09,Student,Raipur,Chhattisgarh,0.56,21
1946,Ayaan Kapoor,Male,1942-05-28,Retired,Ghaziabad,Uttar Pradesh,0.15,81
1947,Kavya Das,Other,1945-05-07,Retired,Delhi,Delhi,0.78,78
1948,Avni Kumar,Other,1973-01-07,Teacher,Vadodara,Gujarat,0.58,51
1949,Sneha Banerjee,Other,1947-12-12,Retired,Dhanbad,Jharkhand,0.71,76
1950,Ayaan Banerjee,Male,1942-09-22,Retired,Kota,Rajasthan,0.59,81
1951,Arnav Khan,Other,1954-03-18,Retired,Jaipur,Rajasthan,0.17,69
1952,Anika Kapoor,Female,1986-04-03,Salaried,Jabalpur,Madhya Pradesh,0.7,37
1953,Kavya Sharma,Female,1972-01-23,Engineer,Raipur,Chhattisgarh,0.67,51
1954,Rahul Patel,Other,1960-04-27,Retired,Allahabad,Uttar Pradesh,0.1,63
1955,Diya Kumar,Female,1989-09-15,Self-employed,Delhi,Delhi,0.48,34
1956,Sara Shetty,Other,1981-06-03,Teacher,Aurangabad,Maharashtra,0.76,42
1957,Dhruv Nair,Male,1985-02-18,Business Owner,Jabalpur,Madhya Pradesh,0.08,38
1958,Sneha Iyer,Female,2001-03-18,Student,Meerut,Uttar Pradesh,0.68,22
1959,Ayaan Verma,Male,2000-04-02,Salaried,Rajkot,Gujarat,0.11,23
1960,Aadhya Sharma,Female,2002-03-25,Student,Delhi,Delhi,0.14,21
1961,Aarav Sharma,Male,1958-06-13,Retired,Bengaluru,Karnataka,0.2,65
1962,Dhruv Iyer,Male,2002-08-03,Student,Vijayawada,Andhra Pradesh,0.5,21
1963,Vivaan Kapoor,Male,1993-02-19,Teacher,Lucknow,Uttar Pradesh,0.78,30
1964,Aarav Das,Male,1968-01-05,Engineer,Thane,Maharashtra,0.31,56
1965,Vihaan Nair,Male,2006-03-07,Student,Howrah,West Bengal,0.73,17
1966,Shaurya Rao,Male,2007-08-16,Student,Srinagar,Jammu & Kashmir,0.39,16
1967,Rahul Nair,Male,2006-08-14,Student,Chennai,Tamil Nadu,0.59,17
1968,Anika Rao,Female,1973-12-12,Self-employed,Howrah,West Bengal,0.37,50
1969,Sneha Shetty,Female,1967-09-19,Salaried,Chennai,Tamil Nadu,0.77,56
1970,Aadhya Jain,Other,1955-09-14,Retired,Dhanbad,Jharkhand,0.16,68
1971,Riya Sharma,Female,1940-08-09,Retired,Delhi,Delhi,0.72,83
1972,Sanjana Gupta,Female,1993-08-10,Government Employee,Jabalpur,Madhya Pradesh,0.17,30
1973,Priya Shetty,Female,1982-12-21,Lawyer,Jaipur,Rajasthan,0.76,41
1974,Sai Naidu,Male,1950-01-17,Retired,Lucknow,Uttar Pradesh,0.25,74
1975,Sai Naidu,Other,1989-01-06,Self-employed,Ahmedabad,Gujarat,0.23,35
1976,Sanjana Singh,Other,2004-12-18,Student,Indore,Madhya Pradesh,0.1,19
1977,Rahul Reddy,Male,1956-10-04,Retired,Jabalpur,Madhya Pradesh,0.05,67
1978,Aadhya Shetty,Other,1992-07-26,Salaried,Mumbai,Maharashtra,0.57,31
1979,Reyansh Singh,Male,1990-04-15,Business Owner,Howrah,West Bengal,0.9,33
1980,Sanjana Gowda,Other,2007-05-22,Student,Vadodara,Gujarat,0.94,16
1981,Dhruv Bose,Male,1946-07-08,Retired,Bengaluru,Karnataka,0.07,77
1982,Nisha Yadav,Other,1979-02-04,Engineer,Bhopal,Madhya Pradesh,0.12,44
1983,Vihaan Chopra,Male,1960-06-17,Retired,Surat,Gujarat,0.92,63
1984,Nisha Nair,Female,2006-04-11,Student,Bhopal,Madhya Pradesh,0.42,17
1985,Rahul Shetty,Male,1975-12-09,Government Employee,Meerut,Uttar Pradesh,0.45,48
1986,Kavya Singh,Other,2005-12-25,Student,Navi Mumbai,Maharashtra,0.67,18
1987,Reyansh Reddy,Male,1950-05-01,Retired,Surat,Gujarat,0.18,73
1988,Anika Kapoor,Other,1990-06-21,Doctor,Nagpur,Maharashtra,0.33,33
1989,Aarav Sharma,Male,1996-02-25,Engineer,Allahabad,Uttar Pradesh,0.55,27
1990,Avni Naidu,Female,1985-06-12,Salaried,Ranchi,Jharkhand,0.31,38
1991,Anika Das,Female,1985-05-14,Government Employee,Rajkot,Gujarat,0.1,38
1992,Sai Singh,Male,1952-10-02,Retired,Ranchi,Jharkhand,0.11,71
1993,Shaurya Kapoor,Male,1960-12-14,Retired,Kalyan-Dombivli,Maharashtra,0.25,63
1994,Aadhya Kapoor,Other,1959-05-21,Retired,Kanpur,Uttar Pradesh,0.93,64
1995,Kiara Nair,Female,1958-01-04,Retired,Jabalpur,Madhya Pradesh,0.35,66
1996,Arnav Nair,Male,1968-03-09,Business Owner,Bhopal,Madhya Pradesh,0.55,55
1997,Sanjana Patel,Female,1967-12-22,Self-employed,Jaipur,Rajasthan,0.65,56
1998,Sai Iyer,Male,1958-12-26,Retired,Meerut,Uttar Pradesh,0.82,65
1999,Riya Gowda,Female,1955-08-17,Retired,Pimpri-Chinchwad,Maharashtra,0.48,68
2000,Krishna Verma,Male,1961-07-04,Retired,Dhanbad,Jharkhand,0.5,62
2001,Kavya Singh,Female,1967-04-10,Business Owner,Hyderabad,Telangana,0.7,56
2002,Kavya Singh,Other,1988-11-14,Salaried,Visakhapatnam,Andhra Pradesh,0.2,35
2003,Kavya Sharma,Female,1972-11-27,Teacher,Chennai,Tamil Nadu,0.14,51
2004,Aadhya Khan,Other,1997-08-08,Lawyer,Mumbai,Maharashtra,0.26,26
2005,Ayaan Jain,Male,1943-12-03,Retired,Amritsar,Punjab,0.3,80
2006,Priya Iyer,Female,2005-02-27,Student,Kolkata,West Bengal,0.21,18
2007,Vivaan Jain,Male,1972-12-06,Business Owner,Bhopal,Madhya Pradesh,0.16,51
2008,Myra Yadav,Female,2007-04-16,Student,Surat,Gujarat,0.69,16
2009,Ayaan Verma,Other,2002-02-13,Student,Coimbatore,Tamil Nadu,0.55,21
2010,Riya Verma,Other,1996-01-01,Salaried,Indore,Madhya Pradesh,0.88,28
2011,Nisha Kumar,Female,1965-06-18,Salaried,Vijayawada,Andhra Pradesh,0.42,58
2012,Aadhya Iyer,Other,1962-10-25,Retired,Hyderabad,Telangana,0.28,61
2013,Sara Nair,Other,1940-06-01,Retired,Gwalior,Madhya Pradesh,0.12,83
2014,Sanjana Patel,Female,2005-03-18,Student,Amritsar,Punjab,0.52,18
2015,Ayaan Das,Male,2000-08-04,Government Employee,Rajkot,Gujarat,0.43,23
2016,Aditya Gowda,Other,1948-01-18,Retired,Howrah,West Bengal,0.28,76
2017,Sanjana Khan,Female,1964-01-15,Retired,Rajkot,Gujarat,0.83,60
2018,Sai Sharma,Male,1961-08-28,Retired,Dhanbad,Jharkhand,0.06,62
2019,Rahul Singh,Other,1957-03-27,Retired,Pune,Maharashtra,0.58,66
2020,Sara Iyer,Female,1962-05-13,Retired,Jodhpur,Rajasthan,0.07,61
2021,Ishita Gupta,Female,1992-06-23,Teacher,Surat,Gujarat,0.34,31
2022,Kiara Jain,Other,1958-08-01,Retired,Indore,Madhya Pradesh,0.38,65
2023,Sai Patel,Other,1980-12-04,Engineer,Jabalpur,Madhya Pradesh,0.83,43
2024,Sara Jain,Other,1999-01-10,Lawyer,Kolkata,West Bengal,0.59,24
2025,Vivaan Reddy,Male,2001-02-21,Student,Srinagar,Jammu & Kashmir,0.74,22
2026,Ayaan Jain,Other,1976-10-28,Teacher,Ludhiana,Punjab,0.33,47
2027,Aarav Kumar,Male,1944-03-16,Retired,Dhanbad,Jharkhand,0.82,79
2028,Sai Chopra,Male,2001-02-15,Student,Aurangabad,Maharashtra,0.78,22
2029,Ayaan Shetty,Male,1960-02-14,Retired,Faridabad,Haryana,0.74,63
2030,Ishaan Iyer,Other,2000-02-13,Salaried,Nashik,Maharashtra,0.43,23
2031,Anika Menon,Female,1951-08-07,Retired,Hyderabad,Telangana,0.47,72
2032,Sara Nair,Female,1963-07-24,Retired,Indore,Madhya Pradesh,0.49,60
2033,Sanjana Sharma,Female,1951-02-27,Retired,Vadodara,Gujarat,0.81,72
2034,Vivaan Iyer,Other,2005-01-19,Student,Meerut,Uttar Pradesh,0.41,18
2035,Arjun Bose,Male,1969-08-14,Lawyer,Kalyan-Dombivli,Maharashtra,0.17,54
2036,Priya Rao,Female,1989-02-28,Business Owner,Kota,Rajasthan,0.9,34
2037,Shaurya Iyer,Male,1954-06-20,Retired,Jaipur,Rajasthan,0.85,69
2038,Kiara Banerjee,Female,2001-11-23,Student,Delhi,Delhi,0.52,22
2039,Nisha Rao,Other,1985-06-25,Business Owner,Nashik,Maharashtra,0.28,38
2040,Avni Yadav,Female,1989-10-14,Government Employee,Chennai,Tamil Nadu,0.59,34
2041,Diya Sharma,Female,1983-12-11,Doctor,Rajkot,Gujarat,0.1,40
2042,Riya Das,Female,1964-03-14,Salaried,Ahmedabad,Gujarat,0.27,59
2043,Anika Khan,Other,1991-04-06,Teacher,Hyderabad,Telangana,0.21,32
2044,Aditya Gupta,Other,1960-08-14,Retired,Coimbatore,Tamil Nadu,0.92,63
2045,Aarav Jain,Male,1960-05-27,Retired,Allahabad,Uttar Pradesh,0.57,63
2046,Vihaan Naidu,Male,2006-03-06,Student,Delhi,Delhi,0.72,17
2047,Aarav Kumar,Other,1984-05-16,Engineer,Ahmedabad,Gujarat,0.43,39
2048,Ishaan Das,Male,2000-04-07,Salaried,Nagpur,Maharashtra,0.85,23
2049,Reyansh Sharma,Male,2007-04-04,Student,Rajkot,Gujarat,0.22,16
2050,Kiara Kumar,Female,1956-11-05,Retired,Bhopal,Madhya Pradesh,0.05,67
2051,Aarav Iyer,Male,2005-10-24,Student,Jabalpur,Madhya Pradesh,0.34,18
2052,Sanjana Gowda,Other,1991-03-25,Business Owner,Aurangabad,Maharashtra,0.54,32
2053,Vihaan Iyer,Male,1963-05-25,Retired,Ranchi,Jharkhand,0.1,60
2054,Ananya Iyer,Female,1986-03-18,Doctor,Vijayawada,Andhra Pradesh,0.37,37
2055,Rohan Gowda,Male,1960-12-01,Retired,Dhanbad,Jharkhand,0.44,63
2056,Ishaan Menon,Male,2005-09-01,Student,Jodhpur,Rajasthan,0.56,18
2057,Arjun Patel,Male,1960-05-27,Retired,Bhopal,Madhya Pradesh,0.3,63
2058,Vihaan Shetty,Other,1985-06-07,Business Owner,Bhopal,Madhya Pradesh,0.21,38
2059,Aarav Singh,Male,1965-01-04,Doctor,Jabalpur,Madhya Pradesh,0.94,59
2060,Avni Verma,Female,1956-09-26,Retired,Allahabad,Uttar Pradesh,0.68,67
2061,Ayaan Reddy,Male,1987-04-13,Business Owner,Lucknow,Uttar Pradesh,0.17,36
2062,Sanjana Bose,Other,1992-05-25,Business Owner,Pimpri-Chinchwad,Maharashtra,0.2,31
2063,Aadhya Gowda,Other,1967-10-20,Teacher,Jabalpur,Madhya Pradesh,0.91,56
2064,Rahul Khan,Male,1946-10-12,Retired,Pimpri-Chinchwad,Maharashtra,0.11,77
2065,Ayaan Kapoor,Male,1981-06-20,Salaried,Kolkata,West Bengal,0.21,42
2066,Sneha Banerjee,Female,1978-03-14,Doctor,Pimpri-Chinchwad,Maharashtra,0.34,45
2067,Ishita Iyer,Other,1958-03-23,Retired,Delhi,Delhi,0.16,65
2068,Krishna Patel,Male,1973-03-09,Lawyer,Hyderabad,Telangana,0.2,50
2069,Aditya Chopra,Male,2006-05-07,Student,Jaipur,Rajasthan,0.57,17
2070,Dhruv Verma,Male,1951-10-15,Retired,Gwalior,Madhya Pradesh,0.28,72
2071,Arnav Kapoor,Other,1988-09-18,Self-employed,Bhopal,Madhya Pradesh,0.62,35
2072,Avni Kumar,Other,1984-01-10,Government Employee,Navi Mumbai,Maharashtra,0.49,40
2073,Priya Shetty,Female,1981-03-19,Business Owner,Howrah,West Bengal,0.44,42
2074,Aarav Patel,Male,1948-11-10,Retired,Kalyan-Dombivli,Maharashtra,0.1,75
2075,Avni Menon,Other,1940-12-18,Retired,Lucknow,Uttar Pradesh,0.68,83
2076,Rohan Iyer,Other,2005-05-13,Student,Srinagar,Jammu & Kashmir,0.64,18
2077,Dhruv Nair,Male,2003-07-06,Student,Allahabad,Uttar Pradesh,0.21,20
2078,Sanjana Patel,Female,2005-08-06,Student,Allahabad,Uttar Pradesh,0.22,18
2079,Avni Sharma,Female,1986-04-09,Salaried,Chennai,Tamil Nadu,0.56,37
2080,Ayaan Sharma,Male,1954-12-15,Retired,Bengaluru,Karnataka,0.42,69
2081,Dhruv Verma,Male,1961-03-03,Retired,Srinagar,Jammu & Kashmir,0.63,62
2082,Krishna Gupta,Male,2003-01-15,Student,Nagpur,Maharashtra,0.61,20
2083,Vihaan Gupta,Male,1979-01-23,Government Employee,Bengaluru,Karnataka,0.92,44
2084,Priya Verma,Other,2007-11-24,Student,Rajkot,Gujarat,0.48,16
2085,Priya Jain,Female,1940-06-01,Retired,Mumbai,Maharashtra,0.34,83
2086,Priya Gupta,Female,1953-04-22,Retired,Pune,Maharashtra,0.93,70
2087,Vihaan Sharma,Male,1974-02-14,Government Employee,Vadodara,Gujarat,0.89,49
2088,Sai Jain,Other,1982-08-16,Salaried,Jodhpur,Rajasthan,0.52,41
2089,Riya Verma,Female,1981-10-10,Teacher,Kanpur,Uttar Pradesh,0.79,42
2090,Ananya Chopra,Female,1995-08-01,Doctor,Chennai,Tamil Nadu,0.61,28
2091,Ananya Patel,Other,2001-04-07,Student,Pimpri-Chinchwad,Maharashtra,0.12,22
2092,Ishita Naidu,Female,1982-07-19,Doctor,Visakhapatnam,Andhra Pradesh,0.56,41
2093,Ayaan Bose,Male,1979-03-14,Doctor,Allahabad,Uttar Pradesh,0.09,44
2094,Rahul Yadav,Other,1973-01-01,Teacher,Coimbatore,Tamil Nadu,0.25,51
2095,Ishita Banerjee,Female,1985-12-09,Engineer,Bhopal,Madhya Pradesh,0.75,38
2096,Nisha Reddy,Other,1949-12-11,Retired,Aurangabad,Maharashtra,0.71,74
2097,Riya Yadav,Female,1972-01-13,Engineer,Faridabad,Haryana,0.54,52
2098,Kiara Menon,Female,1975-08-05,Teacher,Madurai,Tamil Nadu,0.73,48
2099,Sara Gupta,Female,1969-02-17,Doctor,Nashik,Maharashtra,0.72,54
2100,Rohan Das,Other,1942-01-17,Retired,Amritsar,Punjab,0.35,82
2101,Myra Bose,Other,2005-04-12,Student,Rajkot,Gujarat,0.08,18
2102,Ishaan Kapoor,Male,1942-01-13,Retired,Srinagar,Jammu & Kashmir,0.65,82
2103,Ishaan Kumar,Male,1990-03-14,Lawyer,Rajkot,Gujarat,0.87,33
2104,Diya Sharma,Other,1950-09-14,Retired,Ludhiana,Punjab,0.5,73
2105,Sara Verma,Female,1947-10-14,Retired,Indore,Madhya Pradesh,0.66,76
2106,Arnav Gowda,Male,1946-01-24,Retired,Ghaziabad,Uttar Pradesh,0.81,77
2107,Nisha Singh,Other,1992-01-09,Self-employed,Vijayawada,Andhra Pradesh,0.43,32
2108,Kavya Iyer,Other,1958-07-16,Retired,Hyderabad,Telangana,0.41,65
2109,Reyansh Sharma,Male,1965-02-19,Salaried,Kanpur,Uttar Pradesh,0.81,58
2110,Krishna Bose,Male,1945-03-14,Retired,Raipur,Chhattisgarh,0.92,78
2111,Aditya Das,Male,1949-01-18,Retired,Kalyan-Dombivli,Maharashtra,0.6,75
2112,Rohan Patel,Male,2007-10-14,Student,Madurai,Tamil Nadu,0.93,16
2113,Aditya Chopra,Male,2005-06-25,Student,Ranchi,Jharkhand,0.45,18
2114,Sneha Gowda,Female,2005-05-20,Student,Amritsar,Punjab,0.91,18
2115,Myra Kapoor,Female,2001-12-22,Student,Ahmedabad,Gujarat,0.7,22
2116,Sai Sharma,Male,1959-05-22,Retired,Thane,Maharashtra,0.36,64
2117,Sara Verma,Other,1959-05-25,Retired,Howrah,West Bengal,0.86,64
2118,Reyansh Sharma,Other,1950-02-16,Retired,Hyderabad,Telangana,0.42,73
2119,Nisha Sharma,Female,2003-02-15,Student,Lucknow,Uttar Pradesh,0.19,20
2120,Rahul Bose,Male,1970-09-11,Self-employed,Delhi,Delhi,0.46,53
2121,Nisha Chopra,Other,1984-08-21,Government Employee,Pimpri-Chinchwad,Maharashtra,0.12,39
2122,Priya Kumar,Other,1958-03-26,Retired,Srinagar,Jammu & Kashmir,0.4,65
2123,Sai Singh,Male,2004-05-05,Student,Gwalior,Madhya Pradesh,0.94,19
2124,Diya Kapoor,Female,1966-07-21,Business Owner,Vijayawada,Andhra Pradesh,0.63,57
2125,Avni Banerjee,Female,2003-12-03,Student,Jodhpur,Rajasthan,0.32,20
2126,Rahul Naidu,Other,2005-03-08,Student,Varanasi,Uttar Pradesh,0.27,18
2127,Rohan Shetty,Male,1956-12-02,Retired,Bhopal,Madhya Pradesh,0.63,67
2128,Nisha Iyer,Female,1990-12-10,Doctor,Bengaluru,Karnataka,0.37,33
2129,Sai Yadav,Other,1951-05-22,Retired,Delhi,Delhi,0.84,72
2130,Kavya Singh,Other,1962-10-15,Retired,Aurangabad,Maharashtra,0.52,61
2131,Priya Naidu,Female,1982-04-14,Self-employed,Bengaluru,Karnataka,0.41,41
2132,Aadhya Yadav,Female,1971-03-12,Teacher,Howrah,West Bengal,0.56,52
2133,Kiara Rao,Female,1990-05-06,Self-employed,Coimbatore,Tamil Nadu,0.4,33
2134,Krishna Gowda,Male,2006-07-03,Student,Varanasi,Uttar Pradesh,0.58,17
2135,Rahul Gowda,Male,1988-12-20,Government Employee,Allahabad,Uttar Pradesh,0.24,35
2136,Sara Iyer,Other,1942-08-15,Retired,Jabalpur,Madhya Pradesh,0.38,81
2137,Nisha Kapoor,Female,1985-05-20,Lawyer,Bhopal,Madhya Pradesh,0.34,38
2138,Rahul Gowda,Other,1988-07-01,Salaried,Delhi,Delhi,0.86,35
2139,Avni Das,Female,1989-12-24,Teacher,Ahmedabad,Gujarat,0.72,34
2140,Sara Jain,Other,1998-02-01,Government Employee,Indore,Madhya Pradesh,0.78,25
2141,Kiara Bose,Female,1940-02-08,Retired,Ghaziabad,Uttar Pradesh,0.32,83
2142,Ananya Singh,Other,2006-12-21,Student,Surat,Gujarat,0.52,17
2143,Aarav Shetty,Male,1953-02-20,Retired,Visakhapatnam,Andhra Pradesh,0.87,70
2144,Kiara Bose,Female,2000-08-08,Salaried,Chennai,Tamil Nadu,0.64,23
2145,Aarav Das,Male,1955-09-14,Retired,Ranchi,Jharkhand,0.93,68
2146,Reyansh Nair,Male,2007-05-16,Student,Visakhapatnam,Andhra Pradesh,0.69,16
2147,Avni Khan,Female,1943-05-18,Retired,Hyderabad,Telangana,0.49,80
2148,Vihaan Banerjee,Male,2007-10-25,Student,Jodhpur,Rajasthan,0.92,16
2149,Dhruv Gowda,Male,1998-09-16,Government Employee,Nagpur,Maharashtra,0.46,25
2150,Ayaan Jain,Male,1972-05-18,Engineer,Coimbatore,Tamil Nadu,0.75,51
2151,Ananya Bose,Female,1991-06-03,Teacher,Mumbai,Maharashtra,0.42,32
2152,Krishna Gupta,Male,1944-09-05,Retired,Agra,Uttar Pradesh,0.48,79
2153,Arjun Bose,Male,1963-06-13,Retired,Nagpur,Maharashtra,0.08,60
2154,Vivaan Yadav,Male,2006-03-08,Student,Kolkata,West Bengal,0.86,17
2155,Sara Gowda,Female,1961-11-04,Retired,Meerut,Uttar Pradesh,0.63,62
2156,Anika Shetty,Female,2006-06-10,Student,Pune,Maharashtra,0.3,17
2157,Aditya Gowda,Male,1988-09-01,Lawyer,Madurai,Tamil Nadu,0.58,35
2158,Sara Verma,Female,1942-09-18,Retired,Meerut,Uttar Pradesh,0.62,81
2159,Priya Das,Other,2006-06-06,Student,Coimbatore,Tamil Nadu,0.13,17
2160,Myra Gowda,Female,1981-06-24,Business Owner,Rajkot,Gujarat,0.23,42
2161,Ishaan Jain,Male,2005-09-02,Student,Kalyan-Dombivli,Maharashtra,0.09,18
2162,Kavya Banerjee,Other,2000-11-02,Salaried,Coimbatore,Tamil Nadu,0.54,23
2163,Ishita Jain,Other,1997-11-28,Business Owner,Surat,Gujarat,0.39,26
2164,Sai Chopra,Male,2001-07-08,Student,Kanpur,Uttar Pradesh,0.15,22
2165,Krishna Das,Other,1989-04-20,Self-employed,Srinagar,Jammu & Kashmir,0.48,34
2166,Diya Banerjee,Female,2006-08-01,Student,Vasai-Virar,Maharashtra,0.31,17
2167,Nisha Chopra,Other,1973-08-26,Business Owner,Faridabad,Haryana,0.17,50
2168,Myra Shetty,Female,2007-01-05,Student,Faridabad,Haryana,0.72,17
2169,Ananya Bose,Female,1960-12-16,Retired,Hyderabad,Telangana,0.89,63
2170,Rahul Iyer,Male,1952-06-02,Retired,Jaipur,Rajasthan,0.85,71
2171,Rahul Kapoor,Male,2006-08-18,Student,Howrah,West Bengal,0.94,17
2172,Aditya Nair,Male,2004-01-02,Student,Visakhapatnam,Andhra Pradesh,0.19,20
2173,Ishaan Menon,Male,1948-06-08,Retired,Pune,Maharashtra,0.63,75
2174,Aarav Verma,Male,1952-08-12,Retired,Aurangabad,Maharashtra,0.65,71
2175,Avni Shetty,Female,2002-12-18,Student,Coimbatore,Tamil Nadu,0.67,21
2176,Sneha Bose,Female,2005-01-14,Student,Agra,Uttar Pradesh,0.53,18
2177,Kiara Jain,Female,1957-03-28,Retired,Lucknow,Uttar Pradesh,0.18,66
2178,Anika Chopra,Female,1959-07-04,Retired,Rajkot,Gujarat,0.33,64
2179,Diya Das,Female,1954-07-01,Retired,Jaipur,Rajasthan,0.37,69
2180,Aarav Gupta,Male,1982-02-15,Doctor,Thane,Maharashtra,0.43,41
2181,Vivaan Yadav,Male,1958-03-08,Retired,Vadodara,Gujarat,0.24,65
2182,Nisha Kapoor,Other,2006-07-25,Student,Nashik,Maharashtra,0.14,17
2183,Riya Das,Female,2001-08-04,Student,Ranchi,Jharkhand,0.73,22
2184,Kavya Iyer,Other,1969-07-19,Teacher,Indore,Madhya Pradesh,0.35,54
2185,Aditya Chopra,Male,1944-11-18,Retired,Varanasi,Uttar Pradesh,0.54,79
2186,Aarav Patel,Male,1946-12-03,Retired,Navi Mumbai,Maharashtra,0.27,77
2187,Vihaan Shetty,Male,1987-06-14,Self-employed,Aurangabad,Maharashtra,0.25,36
2188,Krishna Banerjee,Male,1990-07-10,Business Owner,Visakhapatnam,Andhra Pradesh,0.22,33
2189,Reyansh Reddy,Other,1957-08-13,Retired,Jabalpur,Madhya Pradesh,0.28,66
2190,Nisha Gowda,Female,1979-06-21,Self-employed,Surat,Gujarat,0.17,44
2191,Aditya Kapoor,Other,2004-09-01,Student,Kanpur,Uttar Pradesh,0.3,19
2192,Ishaan Rao,Male,1940-10-01,Retired,Madurai,Tamil Nadu,0.35,83
2193,Ishita Kapoor,Female,1991-01-15,Doctor,Ghaziabad,Uttar Pradesh,0.56,32
2194,Rahul Bose,Other,1992-12-27,Business Owner,Meerut,Uttar Pradesh,0.94,31
2195,Arjun Naidu,Male,1991-08-15,Self-employed,Indore,Madhya Pradesh,0.9,32
2196,Sanjana Verma,Female,1956-12-16,Retired,Delhi,Delhi,0.05,67
2197,Ayaan Verma,Other,2003-05-05,Student,Gwalior,Madhya Pradesh,0.13,20
2198,Ayaan Jain,Male,2005-03-16,Student,Madurai,Tamil Nadu,0.48,18
2199,Priya Das,Female,1990-01-27,Teacher,Kalyan-Dombivli,Maharashtra,0.06,33
2200,Aditya Yadav,Male,1956-05-14,Retired,Ahmedabad,Gujarat,0.57,67
2201,Avni Shetty,Female,1994-04-19,Business Owner,Raipur,Chhattisgarh,0.66,29
2202,Kavya Kapoor,Other,1998-12-17,Government Employee,Kalyan-Dombivli,Maharashtra,0.58,25
2203,Myra Chopra,Other,2007-07-01,Student,Surat,Gujarat,0.75,16
2204,Kavya Reddy,Female,1975-02-05,Government Employee,Kolkata,West Bengal,0.7,48
2205,Kiara Bose,Other,1994-05-18,Salaried,Ludhiana,Punjab,0.28,29
2206,Arjun Rao,Male,1952-03-05,Retired,Nagpur,Maharashtra,0.68,71
2207,Diya Patel,Female,1964-08-24,Self-employed,Dhanbad,Jharkhand,0.11,59
2208,Sneha Singh,Other,1981-11-18,Self-employed,Vijayawada,Andhra Pradesh,0.1,42
2209,Sara Jain,Other,1958-07-23,Retired,Ahmedabad,Gujarat,0.68,65
2210,Ishita Iyer,Female,1948-10-20,Retired,Navi Mumbai,Maharashtra,0.4,75
2211,Priya Das,Other,1973-07-07,Government Employee,Madurai,Tamil Nadu,0.27,50
2212,Dhruv Das,Male,1982-02-02,Self-employed,Navi Mumbai,Maharashtra,0.57,41
2213,Rahul Iyer,Male,2007-06-12,Student,Ghaziabad,Uttar Pradesh,0.67,16
2214,Ishita Banerjee,Female,1956-06-16,Retired,Agra,Uttar Pradesh,0.94,67
2215,Rohan Sharma,Male,2001-08-11,Student,Amritsar,Punjab,0.78,22
2216,Vivaan Gupta,Male,1959-06-04,Retired,Surat,Gujarat,0.85,64
2217,Aadhya Gowda,Female,1949-09-10,Retired,Rajkot,Gujarat,0.95,74
2218,Aditya Chopra,Male,1948-05-01,Retired,Bhopal,Madhya Pradesh,0.22,75
2219,Rohan Khan,Other,1955-01-26,Retired,Raipur,Chhattisgarh,0.71,68
2220,Kavya Reddy,Other,2003-09-13,Student,Jodhpur,Rajasthan,0.58,20
2221,Kiara Gowda,Female,1945-10-16,Retired,Jaipur,Rajasthan,0.35,78
2222,Vihaan Khan,Male,1958-09-01,Retired,Vadodara,Gujarat,0.87,65
2223,Sara Banerjee,Female,1942-01-19,Retired,Ghaziabad,Uttar Pradesh,0.63,82
2224,Reyansh Sharma,Male,2004-01-06,Student,Kota,Rajasthan,0.29,20
2225,Sara Verma,Other,1996-09-20,Business Owner,Jaipur,Rajasthan,0.52,27
2226,Aarav Das,Other,1968-04-04,Business Owner,Ranchi,Jharkhand,0.65,55
2227,Ananya Menon,Female,1961-02-22,Retired,Vadodara,Gujarat,0.51,62
2228,Riya Rao,Female,1987-09-17,Lawyer,Jaipur,Rajasthan,0.76,36
2229,Ananya Yadav,Other,1994-03-08,Engineer,Vijayawada,Andhra Pradesh,0.2,29
2230,Ishita Bose,Female,1972-07-27,Teacher,Srinagar,Jammu & Kashmir,0.89,51
2231,Aditya Sharma,Male,1956-10-07,Retired,Jodhpur,Rajasthan,0.38,67
2232,Avni Gupta,Other,1961-07-27,Retired,Nashik,Maharashtra,0.56,62
2233,Aadhya Sharma,Female,1988-08-24,Teacher,Surat,Gujarat,0.64,35
